id,Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
410,30/11/1980,1980-1981,13,Real Sociedad,Athletic Club,4,1
411,30/11/1980,1980-1981,13,Salamanca,Zaragoza,3,1
412,30/11/1980,1980-1981,13,Valencia,Español,3,1
413,17/12/1980,1980-1981,13,Osasuna,Murcia,3,1
414,7/12/1980,1980-1981,14,AD Almería,Hércules,0,3
415,7/12/1980,1980-1981,14,Athletic Club,Betis,2,0
416,7/12/1980,1980-1981,14,Español,Osasuna,0,0
417,7/12/1980,1980-1981,14,Sporting de Gijón,Valencia,0,0
418,7/12/1980,1980-1981,14,Murcia,Las Palmas,1,2
419,7/12/1980,1980-1981,14,Real Madrid,Salamanca,2,0
420,7/12/1980,1980-1981,14,Sevilla,Real Sociedad,0,0
421,7/12/1980,1980-1981,14,Valladolid,Barcelona,1,1
422,7/12/1980,1980-1981,14,Zaragoza,Atlético de Madrid,0,1
423,13/12/1980,1980-1981,15,Barcelona,AD Almería,6,0
424,13/12/1980,1980-1981,15,Las Palmas,Español,2,0
425,14/12/1980,1980-1981,15,Atlético de Madrid,Valencia,3,1
426,14/12/1980,1980-1981,15,Betis,Sevilla,2,0
427,14/12/1980,1980-1981,15,Hércules,Athletic Club,1,2
428,14/12/1980,1980-1981,15,Osasuna,Sporting de Gijón,3,0
429,14/12/1980,1980-1981,15,Real Sociedad,Murcia,1,0
430,14/12/1980,1980-1981,15,Salamanca,Valladolid,2,1
431,14/12/1980,1980-1981,15,Zaragoza,Real Madrid,0,0
432,21/12/1980,1980-1981,16,AD Almería,Salamanca,3,2
433,21/12/1980,1980-1981,16,Athletic Club,Barcelona,4,1
434,21/12/1980,1980-1981,16,Atlético de Madrid,Real Madrid,3,1
435,21/12/1980,1980-1981,16,Español,Real Sociedad,0,0
436,21/12/1980,1980-1981,16,Sporting de Gijón,Las Palmas,2,1
437,21/12/1980,1980-1981,16,Murcia,Betis,2,0
438,21/12/1980,1980-1981,16,Sevilla,Hércules,0,0
439,21/12/1980,1980-1981,16,Valencia,Osasuna,4,1
440,21/12/1980,1980-1981,16,Valladolid,Zaragoza,1,1
441,27/12/1980,1980-1981,17,Las Palmas,Valencia,1,4
442,28/12/1980,1980-1981,17,Barcelona,Sevilla,3,1
443,28/12/1980,1980-1981,17,Betis,Español,1,2
444,28/12/1980,1980-1981,17,Hércules,Murcia,1,0
445,28/12/1980,1980-1981,17,Osasuna,Atlético de Madrid,0,0
446,28/12/1980,1980-1981,17,Real Sociedad,Sporting de Gijón,1,2
447,28/12/1980,1980-1981,17,Real Madrid,Valladolid,1,1
448,28/12/1980,1980-1981,17,Salamanca,Athletic Club,3,2
449,28/12/1980,1980-1981,17,Zaragoza,AD Almería,1,0
450,3/1/1981,1980-1981,18,Las Palmas,Osasuna,2,0
451,4/1/1981,1980-1981,18,Barcelona,Murcia,1,0
452,4/1/1981,1980-1981,18,Betis,Sporting de Gijón,2,0
453,4/1/1981,1980-1981,18,Hércules,Español,2,0
454,4/1/1981,1980-1981,18,Real Sociedad,Valencia,2,1
455,4/1/1981,1980-1981,18,Real Madrid,AD Almería,4,0
456,4/1/1981,1980-1981,18,Salamanca,Sevilla,0,0
457,4/1/1981,1980-1981,18,Valladolid,Atlético de Madrid,0,2
458,4/1/1981,1980-1981,18,Zaragoza,Athletic Club,2,3
459,11/1/1981,1980-1981,19,AD Almería,Valladolid,1,1
460,11/1/1981,1980-1981,19,Athletic Club,Real Madrid,1,1
461,11/1/1981,1980-1981,19,Atlético de Madrid,Las Palmas,2,2
462,11/1/1981,1980-1981,19,Betis,Valencia,1,1
463,11/1/1981,1980-1981,19,Español,Barcelona,1,0
464,11/1/1981,1980-1981,19,Sporting de Gijón,Hércules,3,1
465,11/1/1981,1980-1981,19,Murcia,Salamanca,1,1
466,11/1/1981,1980-1981,19,Osasuna,Real Sociedad,0,3
467,11/1/1981,1980-1981,19,Sevilla,Zaragoza,0,0
468,17/01/1981,1980-1981,20,Real Sociedad,Las Palmas,2,0
469,18/01/1981,1980-1981,20,AD Almería,Atlético de Madrid,2,1
470,18/01/1981,1980-1981,20,Barcelona,Sporting de Gijón,3,1
471,18/01/1981,1980-1981,20,Betis,Osasuna,1,1
472,18/01/1981,1980-1981,20,Hércules,Valencia,1,1
473,18/01/1981,1980-1981,20,Real Madrid,Sevilla,3,2
474,18/01/1981,1980-1981,20,Salamanca,Español,3,2
475,18/01/1981,1980-1981,20,Valladolid,Athletic Club,0,0
476,18/01/1981,1980-1981,20,Zaragoza,Murcia,1,6
477,24/01/1981,1980-1981,21,Las Palmas,Betis,2,4
478,25/01/1981,1980-1981,21,Athletic Club,AD Almería,5,1
479,25/01/1981,1980-1981,21,Atlético de Madrid,Real Sociedad,2,0
480,25/01/1981,1980-1981,21,Español,Zaragoza,1,1
481,25/01/1981,1980-1981,21,Sporting de Gijón,Salamanca,4,0
482,25/01/1981,1980-1981,21,Murcia,Real Madrid,1,1
483,25/01/1981,1980-1981,21,Osasuna,Hércules,1,2
484,25/01/1981,1980-1981,21,Sevilla,Valladolid,1,0
485,25/01/1981,1980-1981,21,Valencia,Barcelona,3,3
486,1/2/1981,1980-1981,22,AD Almería,Sevilla,0,0
487,1/2/1981,1980-1981,22,Athletic Club,Atlético de Madrid,3,1
488,1/2/1981,1980-1981,22,Barcelona,Osasuna,6,0
489,1/2/1981,1980-1981,22,Betis,Real Sociedad,1,0
490,1/2/1981,1980-1981,22,Hércules,Las Palmas,2,3
491,1/2/1981,1980-1981,22,Real Madrid,Español,1,2
492,1/2/1981,1980-1981,22,Salamanca,Valencia,0,1
493,1/2/1981,1980-1981,22,Valladolid,Murcia,1,0
494,1/2/1981,1980-1981,22,Zaragoza,Sporting de Gijón,0,0
495,7/2/1981,1980-1981,23,Las Palmas,Barcelona,1,4
496,8/2/1981,1980-1981,23,Atlético de Madrid,Betis,0,4
497,8/2/1981,1980-1981,23,Español,Valladolid,0,0
498,8/2/1981,1980-1981,23,Sporting de Gijón,Real Madrid,4,0
499,8/2/1981,1980-1981,23,Murcia,AD Almería,2,1
500,8/2/1981,1980-1981,23,Osasuna,Salamanca,1,1
501,8/2/1981,1980-1981,23,Real Sociedad,Hércules,1,1
502,8/2/1981,1980-1981,23,Sevilla,Athletic Club,2,0
503,8/2/1981,1980-1981,23,Valencia,Zaragoza,3,0
504,15/02/1981,1980-1981,24,AD Almería,Español,2,0
505,15/02/1981,1980-1981,24,Athletic Club,Murcia,3,0
506,15/02/1981,1980-1981,24,Barcelona,Real Sociedad,2,0
507,15/02/1981,1980-1981,24,Hércules,Betis,0,1
508,15/02/1981,1980-1981,24,Real Madrid,Valencia,2,1
509,15/02/1981,1980-1981,24,Salamanca,Las Palmas,0,2
510,15/02/1981,1980-1981,24,Sevilla,Atlético de Madrid,1,1
511,15/02/1981,1980-1981,24,Valladolid,Sporting de Gijón,1,2
512,15/02/1981,1980-1981,24,Zaragoza,Osasuna,3,1
513,21/02/1981,1980-1981,25,Las Palmas,Zaragoza,3,0
514,22/02/1981,1980-1981,25,Atlético de Madrid,Hércules,1,0
515,22/02/1981,1980-1981,25,Betis,Barcelona,1,1
516,22/02/1981,1980-1981,25,Español,Athletic Club,1,0
517,22/02/1981,1980-1981,25,Sporting de Gijón,AD Almería,5,2
518,22/02/1981,1980-1981,25,Murcia,Sevilla,0,0
519,22/02/1981,1980-1981,25,Osasuna,Real Madrid,1,2
520,22/02/1981,1980-1981,25,Real Sociedad,Salamanca,1,0
521,22/02/1981,1980-1981,25,Valencia,Valladolid,2,2
522,28/02/1981,1980-1981,26,Real Madrid,Las Palmas,3,0
523,1/3/1981,1980-1981,26,AD Almería,Valencia,1,0
524,1/3/1981,1980-1981,26,Athletic Club,Sporting de Gijón,1,1
525,1/3/1981,1980-1981,26,Barcelona,Hércules,6,0
526,1/3/1981,1980-1981,26,Murcia,Atlético de Madrid,0,2
527,1/3/1981,1980-1981,26,Salamanca,Betis,2,0
528,1/3/1981,1980-1981,26,Sevilla,Español,2,0
529,1/3/1981,1980-1981,26,Valladolid,Osasuna,2,1
530,1/3/1981,1980-1981,26,Zaragoza,Real Sociedad,0,1
531,8/3/1981,1980-1981,27,Atlético de Madrid,Barcelona,1,0
532,8/3/1981,1980-1981,27,Betis,Zaragoza,2,0
533,8/3/1981,1980-1981,27,Español,Murcia,2,1
534,8/3/1981,1980-1981,27,Sporting de Gijón,Sevilla,3,0
535,8/3/1981,1980-1981,27,Hércules,Salamanca,3,2
536,8/3/1981,1980-1981,27,Las Palmas,Valladolid,0,2
537,8/3/1981,1980-1981,27,Osasuna,AD Almería,2,1
538,8/3/1981,1980-1981,27,Real Sociedad,Real Madrid,3,1
539,8/3/1981,1980-1981,27,Valencia,Athletic Club,0,0
540,15/03/1981,1980-1981,28,AD Almería,Las Palmas,0,1
541,15/03/1981,1980-1981,28,Athletic Club,Osasuna,1,1
542,15/03/1981,1980-1981,28,Español,Atlético de Madrid,2,0
543,15/03/1981,1980-1981,28,Murcia,Sporting de Gijón,2,1
544,15/03/1981,1980-1981,28,Real Madrid,Betis,4,2
545,15/03/1981,1980-1981,28,Salamanca,Barcelona,2,1
546,15/03/1981,1980-1981,28,Sevilla,Valencia,1,0
547,15/03/1981,1980-1981,28,Valladolid,Real Sociedad,0,0
548,15/03/1981,1980-1981,28,Zaragoza,Hércules,1,1
549,21/03/1981,1980-1981,29,Las Palmas,Athletic Club,1,3
550,22/03/1981,1980-1981,29,Atlético de Madrid,Salamanca,1,1
551,22/03/1981,1980-1981,29,Barcelona,Zaragoza,0,0
552,22/03/1981,1980-1981,29,Betis,Valladolid,2,2
553,22/03/1981,1980-1981,29,Sporting de Gijón,Español,0,1
554,22/03/1981,1980-1981,29,Hércules,Real Madrid,1,2
555,22/03/1981,1980-1981,29,Osasuna,Sevilla,2,1
556,22/03/1981,1980-1981,29,Real Sociedad,AD Almería,3,1
557,22/03/1981,1980-1981,29,Valencia,Murcia,3,2
558,29/03/1981,1980-1981,30,AD Almería,Betis,0,2
559,29/03/1981,1980-1981,30,Athletic Club,Real Sociedad,0,2
560,29/03/1981,1980-1981,30,Español,Valencia,1,2
561,29/03/1981,1980-1981,30,Sporting de Gijón,Atlético de Madrid,3,0
562,29/03/1981,1980-1981,30,Murcia,Osasuna,1,0
563,29/03/1981,1980-1981,30,Real Madrid,Barcelona,3,0
564,29/03/1981,1980-1981,30,Sevilla,Las Palmas,3,2
565,29/03/1981,1980-1981,30,Valladolid,Hércules,2,1
566,29/03/1981,1980-1981,30,Zaragoza,Salamanca,2,0
567,4/4/1981,1980-1981,31,Las Palmas,Murcia,1,2
568,4/4/1981,1980-1981,31,Salamanca,Real Madrid,1,3
569,5/4/1981,1980-1981,31,Atlético de Madrid,Zaragoza,1,2
570,5/4/1981,1980-1981,31,Barcelona,Valladolid,2,1
571,5/4/1981,1980-1981,31,Betis,Athletic Club,2,0
572,5/4/1981,1980-1981,31,Hércules,AD Almería,1,0
573,5/4/1981,1980-1981,31,Osasuna,Español,1,0
574,5/4/1981,1980-1981,31,Real Sociedad,Sevilla,3,0
575,5/4/1981,1980-1981,31,Valencia,Sporting de Gijón,3,1
576,12/4/1981,1980-1981,32,AD Almería,Barcelona,2,5
577,12/4/1981,1980-1981,32,Athletic Club,Hércules,5,3
578,12/4/1981,1980-1981,32,Español,Las Palmas,3,1
579,12/4/1981,1980-1981,32,Sporting de Gijón,Osasuna,5,1
580,12/4/1981,1980-1981,32,Murcia,Real Sociedad,0,2
581,12/4/1981,1980-1981,32,Real Madrid,Zaragoza,2,0
582,12/4/1981,1980-1981,32,Sevilla,Betis,2,1
583,12/4/1981,1980-1981,32,Valencia,Atlético de Madrid,1,1
584,12/4/1981,1980-1981,32,Valladolid,Salamanca,3,0
585,19/04/1981,1980-1981,33,Barcelona,Athletic Club,0,1
586,19/04/1981,1980-1981,33,Betis,Murcia,1,0
587,19/04/1981,1980-1981,33,Hércules,Sevilla,5,1
588,19/04/1981,1980-1981,33,Las Palmas,Sporting de Gijón,3,1
589,19/04/1981,1980-1981,33,Osasuna,Valencia,2,0
590,19/04/1981,1980-1981,33,Real Sociedad,Español,2,1
591,19/04/1981,1980-1981,33,Real Madrid,Atlético de Madrid,2,0
592,19/04/1981,1980-1981,33,Salamanca,AD Almería,2,1
593,19/04/1981,1980-1981,33,Zaragoza,Valladolid,1,1
594,19/09/1981,1981-1982,1,Atlético de Madrid,Athletic Club,2,0
595,20/09/1981,1981-1982,1,Barcelona,Cádiz,4,0
596,20/09/1981,1981-1982,1,Castellón,Las Palmas,1,1
597,20/09/1981,1981-1982,1,Hércules,Español,2,0
598,20/09/1981,1981-1982,1,Racing de Santander,Betis,2,1
599,20/09/1981,1981-1982,1,Real Sociedad,Real Madrid,3,1
600,20/09/1981,1981-1982,1,Sevilla,Osasuna,2,3
601,20/09/1981,1981-1982,1,Valladolid,Sporting de Gijón,2,1
602,20/09/1981,1981-1982,1,Zaragoza,Valencia,2,0
603,26/09/1981,1981-1982,2,Athletic Club,Sevilla,2,0
604,26/09/1981,1981-1982,2,Las Palmas,Barcelona,2,1
605,26/09/1981,1981-1982,2,Real Madrid,Atlético de Madrid,2,1
606,26/09/1981,1981-1982,2,Valencia,Valladolid,3,0
607,27/09/1981,1981-1982,2,Betis,Real Sociedad,0,1
608,27/09/1981,1981-1982,2,Cádiz,Racing de Santander,1,0
609,27/09/1981,1981-1982,2,Español,Zaragoza,0,1
610,27/09/1981,1981-1982,2,Sporting de Gijón,Castellón,1,0
611,27/09/1981,1981-1982,2,Osasuna,Hércules,3,1
612,3/10/1981,1981-1982,3,Barcelona,Sporting de Gijón,1,0
613,4/10/1981,1981-1982,3,Atlético de Madrid,Betis,1,0
614,4/10/1981,1981-1982,3,Hércules,Athletic Club,3,1
615,4/10/1981,1981-1982,3,Racing de Santander,Las Palmas,3,1
616,4/10/1981,1981-1982,3,Real Sociedad,Cádiz,3,0
617,4/10/1981,1981-1982,3,Sevilla,Real Madrid,0,0
618,4/10/1981,1981-1982,3,Valencia,Español,1,1
619,4/10/1981,1981-1982,3,Valladolid,Castellón,2,0
620,4/10/1981,1981-1982,3,Zaragoza,Osasuna,1,1
621,7/10/1981,1981-1982,4,Betis,Sevilla,2,0
622,7/10/1981,1981-1982,4,Cádiz,Atlético de Madrid,1,0
623,7/10/1981,1981-1982,4,Castellón,Barcelona,1,6
624,7/10/1981,1981-1982,4,Español,Valladolid,3,1
625,7/10/1981,1981-1982,4,Sporting de Gijón,Racing de Santander,2,0
626,7/10/1981,1981-1982,4,Las Palmas,Real Sociedad,0,0
627,7/10/1981,1981-1982,4,Osasuna,Valencia,2,1
628,7/10/1981,1981-1982,4,Real Madrid,Hércules,2,1
629,7/10/1981,1981-1982,4,Zaragoza,Athletic Club,1,0
630,10/10/1981,1981-1982,5,Hércules,Betis,3,1
631,11/10/1981,1981-1982,5,Atlético de Madrid,Las Palmas,3,1
632,11/10/1981,1981-1982,5,Español,Osasuna,0,1
633,11/10/1981,1981-1982,5,Racing de Santander,Castellón,4,1
634,11/10/1981,1981-1982,5,Real Sociedad,Sporting de Gijón,3,0
635,11/10/1981,1981-1982,5,Sevilla,Cádiz,3,1
636,11/10/1981,1981-1982,5,Valencia,Athletic Club,4,0
637,11/10/1981,1981-1982,5,Valladolid,Barcelona,2,3
638,11/10/1981,1981-1982,5,Zaragoza,Real Madrid,2,2
639,17/10/1981,1981-1982,6,Barcelona,Racing de Santander,5,1
640,17/10/1981,1981-1982,6,Las Palmas,Sevilla,3,1
641,17/10/1981,1981-1982,6,Real Madrid,Valencia,3,0
642,18/10/1981,1981-1982,6,Athletic Club,Español,3,1
643,18/10/1981,1981-1982,6,Betis,Zaragoza,2,0
644,18/10/1981,1981-1982,6,Cádiz,Hércules,3,2
645,18/10/1981,1981-1982,6,Castellón,Real Sociedad,1,3
646,18/10/1981,1981-1982,6,Sporting de Gijón,Atlético de Madrid,3,2
647,18/10/1981,1981-1982,6,Osasuna,Valladolid,1,1
648,24/10/1981,1981-1982,7,Real Sociedad,Barcelona,1,1
649,25/10/1981,1981-1982,7,Atlético de Madrid,Castellón,3,0
650,25/10/1981,1981-1982,7,Español,Real Madrid,1,0
651,25/10/1981,1981-1982,7,Hércules,Las Palmas,3,0
652,25/10/1981,1981-1982,7,Osasuna,Athletic Club,0,2
653,25/10/1981,1981-1982,7,Sevilla,Sporting de Gijón,0,0
654,25/10/1981,1981-1982,7,Valencia,Betis,2,1
655,25/10/1981,1981-1982,7,Valladolid,Racing de Santander,0,0
656,25/10/1981,1981-1982,7,Zaragoza,Cádiz,2,1
657,31/10/1981,1981-1982,8,Barcelona,Atlético de Madrid,2,0
658,31/10/1981,1981-1982,8,Las Palmas,Zaragoza,2,4
659,31/10/1981,1981-1982,8,Real Madrid,Osasuna,1,0
660,1/11/1981,1981-1982,8,Athletic Club,Valladolid,4,0
661,1/11/1981,1981-1982,8,Betis,Español,2,0
662,1/11/1981,1981-1982,8,Cádiz,Valencia,0,0
663,1/11/1981,1981-1982,8,Castellón,Sevilla,0,3
664,1/11/1981,1981-1982,8,Sporting de Gijón,Hércules,1,1
665,1/11/1981,1981-1982,8,Racing de Santander,Real Sociedad,2,3
666,7/11/1981,1981-1982,9,Athletic Club,Real Madrid,1,2
667,8/11/1981,1981-1982,9,Atlético de Madrid,Racing de Santander,0,0
668,8/11/1981,1981-1982,9,Español,Cádiz,1,0
669,8/11/1981,1981-1982,9,Hércules,Castellón,2,2
670,8/11/1981,1981-1982,9,Osasuna,Betis,0,1
671,8/11/1981,1981-1982,9,Sevilla,Barcelona,2,1
672,8/11/1981,1981-1982,9,Valencia,Las Palmas,3,2
673,8/11/1981,1981-1982,9,Valladolid,Real Sociedad,2,1
674,8/11/1981,1981-1982,9,Zaragoza,Sporting de Gijón,1,1
675,11/11/1981,1981-1982,10,Barcelona,Hércules,5,0
676,11/11/1981,1981-1982,10,Betis,Athletic Club,2,1
677,11/11/1981,1981-1982,10,Cádiz,Osasuna,1,0
678,11/11/1981,1981-1982,10,Castellón,Zaragoza,2,1
679,11/11/1981,1981-1982,10,Sporting de Gijón,Valencia,1,0
680,11/11/1981,1981-1982,10,Las Palmas,Español,2,0
681,11/11/1981,1981-1982,10,Racing de Santander,Sevilla,3,0
682,11/11/1981,1981-1982,10,Real Sociedad,Atlético de Madrid,1,0
683,11/11/1981,1981-1982,10,Real Madrid,Valladolid,3,1
684,14/11/1981,1981-1982,11,Español,Sporting de Gijón,5,1
685,15/11/1981,1981-1982,11,Athletic Club,Cádiz,3,0
686,15/11/1981,1981-1982,11,Hércules,Racing de Santander,3,4
687,15/11/1981,1981-1982,11,Osasuna,Las Palmas,1,3
688,15/11/1981,1981-1982,11,Real Madrid,Betis,4,1
689,15/11/1981,1981-1982,11,Sevilla,Real Sociedad,2,2
690,15/11/1981,1981-1982,11,Valencia,Castellón,1,0
691,15/11/1981,1981-1982,11,Valladolid,Atlético de Madrid,2,1
692,15/11/1981,1981-1982,11,Zaragoza,Barcelona,2,2
693,21/11/1981,1981-1982,12,Las Palmas,Athletic Club,2,1
694,22/11/1981,1981-1982,12,Atlético de Madrid,Sevilla,1,2
695,22/11/1981,1981-1982,12,Barcelona,Valencia,5,1
696,22/11/1981,1981-1982,12,Betis,Valladolid,4,0
697,22/11/1981,1981-1982,12,Cádiz,Real Madrid,1,0
698,22/11/1981,1981-1982,12,Castellón,Español,1,4
699,22/11/1981,1981-1982,12,Sporting de Gijón,Osasuna,2,0
700,22/11/1981,1981-1982,12,Racing de Santander,Zaragoza,0,1
701,22/11/1981,1981-1982,12,Real Sociedad,Hércules,2,1
702,28/11/1981,1981-1982,13,Zaragoza,Real Sociedad,3,2
703,29/11/1981,1981-1982,13,Athletic Club,Sporting de Gijón,2,1
704,29/11/1981,1981-1982,13,Betis,Cádiz,2,0
705,29/11/1981,1981-1982,13,Español,Barcelona,0,4
706,29/11/1981,1981-1982,13,Hércules,Atlético de Madrid,0,1
707,29/11/1981,1981-1982,13,Osasuna,Castellón,4,1
708,29/11/1981,1981-1982,13,Real Madrid,Las Palmas,2,1
709,29/11/1981,1981-1982,13,Valencia,Racing de Santander,3,0
710,29/11/1981,1981-1982,13,Valladolid,Sevilla,2,1
711,5/12/1981,1981-1982,14,Las Palmas,Betis,3,1
712,6/12/1981,1981-1982,14,Atlético de Madrid,Zaragoza,1,0
713,6/12/1981,1981-1982,14,Barcelona,Osasuna,2,0
714,6/12/1981,1981-1982,14,Cádiz,Valladolid,0,0
715,6/12/1981,1981-1982,14,Castellón,Athletic Club,1,2
716,6/12/1981,1981-1982,14,Sporting de Gijón,Real Madrid,0,1
717,6/12/1981,1981-1982,14,Racing de Santander,Español,2,1
718,6/12/1981,1981-1982,14,Real Sociedad,Valencia,4,1
719,6/12/1981,1981-1982,14,Sevilla,Hércules,0,1
720,12/12/1981,1981-1982,15,Valencia,Atlético de Madrid,1,0
721,13/12/1981,1981-1982,15,Athletic Club,Barcelona,1,1
722,13/12/1981,1981-1982,15,Betis,Sporting de Gijón,2,0
723,13/12/1981,1981-1982,15,Cádiz,Las Palmas,0,2
724,13/12/1981,1981-1982,15,Español,Real Sociedad,2,1
725,13/12/1981,1981-1982,15,Osasuna,Racing de Santander,2,1
726,13/12/1981,1981-1982,15,Real Madrid,Castellón,4,0
727,13/12/1981,1981-1982,15,Valladolid,Hércules,1,0
728,13/12/1981,1981-1982,15,Zaragoza,Sevilla,1,4
729,19/12/1981,1981-1982,16,Castellón,Betis,0,0
730,20/12/1981,1981-1982,16,Atlético de Madrid,Español,1,0
731,20/12/1981,1981-1982,16,Barcelona,Real Madrid,3,1
732,20/12/1981,1981-1982,16,Sporting de Gijón,Cádiz,2,1
733,20/12/1981,1981-1982,16,Hércules,Zaragoza,0,1
734,20/12/1981,1981-1982,16,Racing de Santander,Athletic Club,1,3
735,20/12/1981,1981-1982,16,Real Sociedad,Osasuna,1,0
736,20/12/1981,1981-1982,16,Sevilla,Valencia,2,0
737,20/12/1981,1981-1982,16,Valladolid,Las Palmas,1,0
738,27/12/1981,1981-1982,17,Athletic Club,Real Sociedad,1,1
739,27/12/1981,1981-1982,17,Betis,Barcelona,2,0
740,27/12/1981,1981-1982,17,Cádiz,Castellón,5,1
741,27/12/1981,1981-1982,17,Español,Sevilla,2,0
742,27/12/1981,1981-1982,17,Las Palmas,Sporting de Gijón,1,1
743,27/12/1981,1981-1982,17,Osasuna,Atlético de Madrid,0,1
744,27/12/1981,1981-1982,17,Real Madrid,Racing de Santander,4,0
745,27/12/1981,1981-1982,17,Valencia,Hércules,2,0
746,27/12/1981,1981-1982,17,Zaragoza,Valladolid,2,1
747,2/1/1982,1981-1982,18,Real Madrid,Real Sociedad,1,1
748,3/1/1982,1981-1982,18,Athletic Club,Atlético de Madrid,2,0
749,3/1/1982,1981-1982,18,Betis,Racing de Santander,1,1
750,3/1/1982,1981-1982,18,Cádiz,Barcelona,1,0
751,3/1/1982,1981-1982,18,Español,Hércules,0,1
752,3/1/1982,1981-1982,18,Sporting de Gijón,Valladolid,2,2
753,3/1/1982,1981-1982,18,Las Palmas,Castellón,1,3
754,3/1/1982,1981-1982,18,Osasuna,Sevilla,1,0
755,3/1/1982,1981-1982,18,Valencia,Zaragoza,2,1
756,9/1/1982,1981-1982,19,Sevilla,Athletic Club,1,0
757,10/1/1982,1981-1982,19,Atlético de Madrid,Real Madrid,2,3
758,10/1/1982,1981-1982,19,Barcelona,Las Palmas,4,0
759,10/1/1982,1981-1982,19,Castellón,Sporting de Gijón,0,2
760,10/1/1982,1981-1982,19,Hércules,Osasuna,1,2
761,10/1/1982,1981-1982,19,Racing de Santander,Cádiz,2,1
762,10/1/1982,1981-1982,19,Real Sociedad,Betis,1,0
763,10/1/1982,1981-1982,19,Valladolid,Valencia,1,1
764,10/1/1982,1981-1982,19,Zaragoza,Español,2,2
765,16/01/1982,1981-1982,20,Sporting de Gijón,Barcelona,0,0
766,17/01/1982,1981-1982,20,Athletic Club,Hércules,3,1
767,17/01/1982,1981-1982,20,Betis,Atlético de Madrid,3,1
768,17/01/1982,1981-1982,20,Cádiz,Real Sociedad,2,1
769,17/01/1982,1981-1982,20,Castellón,Valladolid,1,1
770,17/01/1982,1981-1982,20,Español,Valencia,3,2
771,17/01/1982,1981-1982,20,Las Palmas,Racing de Santander,1,1
772,17/01/1982,1981-1982,20,Osasuna,Zaragoza,1,0
773,17/01/1982,1981-1982,20,Real Madrid,Sevilla,2,1
774,24/01/1982,1981-1982,21,Athletic Club,Zaragoza,4,1
775,24/01/1982,1981-1982,21,Atlético de Madrid,Cádiz,1,0
776,24/01/1982,1981-1982,21,Barcelona,Castellón,4,3
777,24/01/1982,1981-1982,21,Hércules,Real Madrid,0,1
778,24/01/1982,1981-1982,21,Racing de Santander,Sporting de Gijón,1,0
779,24/01/1982,1981-1982,21,Real Sociedad,Las Palmas,2,0
780,24/01/1982,1981-1982,21,Sevilla,Betis,1,1
781,24/01/1982,1981-1982,21,Valencia,Osasuna,4,1
782,24/01/1982,1981-1982,21,Valladolid,Español,2,4
783,30/01/1982,1981-1982,22,Las Palmas,Atlético de Madrid,1,2
784,31/01/1982,1981-1982,22,Athletic Club,Valencia,1,0
785,31/01/1982,1981-1982,22,Barcelona,Valladolid,3,1
786,31/01/1982,1981-1982,22,Betis,Hércules,1,2
787,31/01/1982,1981-1982,22,Cádiz,Sevilla,2,0
788,31/01/1982,1981-1982,22,Castellón,Racing de Santander,0,0
789,31/01/1982,1981-1982,22,Sporting de Gijón,Real Sociedad,2,3
790,31/01/1982,1981-1982,22,Osasuna,Español,3,0
791,31/01/1982,1981-1982,22,Real Madrid,Zaragoza,3,0
792,7/2/1982,1981-1982,23,Atlético de Madrid,Sporting de Gijón,1,1
793,7/2/1982,1981-1982,23,Español,Athletic Club,1,0
794,7/2/1982,1981-1982,23,Hércules,Cádiz,2,1
795,7/2/1982,1981-1982,23,Racing de Santander,Barcelona,0,1
796,7/2/1982,1981-1982,23,Real Sociedad,Castellón,3,1
797,7/2/1982,1981-1982,23,Sevilla,Las Palmas,0,0
798,7/2/1982,1981-1982,23,Valencia,Real Madrid,2,1
799,7/2/1982,1981-1982,23,Valladolid,Osasuna,2,0
800,7/2/1982,1981-1982,23,Zaragoza,Betis,3,3
801,13/02/1982,1981-1982,24,Athletic Club,Osasuna,5,1
802,13/02/1982,1981-1982,24,Betis,Valencia,2,3
803,14/02/1982,1981-1982,24,Barcelona,Real Sociedad,2,0
804,14/02/1982,1981-1982,24,Cádiz,Zaragoza,1,0
805,14/02/1982,1981-1982,24,Castellón,Atlético de Madrid,3,0
806,14/02/1982,1981-1982,24,Sporting de Gijón,Sevilla,0,2
807,14/02/1982,1981-1982,24,Las Palmas,Hércules,2,0
808,14/02/1982,1981-1982,24,Racing de Santander,Valladolid,3,0
809,14/02/1982,1981-1982,24,Real Madrid,Español,1,1
810,20/02/1982,1981-1982,25,Valladolid,Athletic Club,1,0
811,21/02/1982,1981-1982,25,Atlético de Madrid,Barcelona,0,1
812,21/02/1982,1981-1982,25,Español,Betis,2,4
813,21/02/1982,1981-1982,25,Hércules,Sporting de Gijón,1,0
814,21/02/1982,1981-1982,25,Osasuna,Real Madrid,3,2
815,21/02/1982,1981-1982,25,Real Sociedad,Racing de Santander,1,1
816,21/02/1982,1981-1982,25,Sevilla,Castellón,4,0
817,21/02/1982,1981-1982,25,Valencia,Cádiz,1,0
818,21/02/1982,1981-1982,25,Zaragoza,Las Palmas,1,0
819,27/02/1982,1981-1982,26,Cádiz,Español,0,0
820,28/02/1982,1981-1982,26,Barcelona,Sevilla,2,0
821,28/02/1982,1981-1982,26,Betis,Osasuna,2,0
822,28/02/1982,1981-1982,26,Castellón,Hércules,1,2
