id,Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
4202,5/4/1992,1991-1992,29,Cádiz,Oviedo,3,1
4203,5/4/1992,1991-1992,29,Sporting de Gijón,Mallorca,2,0
4204,5/4/1992,1991-1992,29,Logroñés,Albacete,1,1
4205,5/4/1992,1991-1992,29,Real Madrid,Real Burgos,2,0
4206,5/4/1992,1991-1992,29,Sevilla,Español,2,1
4207,5/4/1992,1991-1992,29,Tenerife,Atlético de Madrid,0,1
4208,5/4/1992,1991-1992,29,Valladolid,Zaragoza,0,0
4209,11/4/1992,1991-1992,30,Mallorca,Real Madrid,0,0
4210,11/4/1992,1991-1992,30,Real Sociedad,Sevilla,2,1
4211,11/4/1992,1991-1992,30,Valencia,Barcelona,1,0
4212,12/4/1992,1991-1992,30,Albacete,Deportivo de La Coruña,3,0
4213,12/4/1992,1991-1992,30,Atlético de Madrid,Cádiz,5,1
4214,12/4/1992,1991-1992,30,Español,Sporting de Gijón,2,0
4215,12/4/1992,1991-1992,30,Osasuna,Tenerife,2,0
4216,12/4/1992,1991-1992,30,Real Burgos,Logroñés,2,0
4217,12/4/1992,1991-1992,30,Oviedo,Valladolid,2,1
4218,12/4/1992,1991-1992,30,Zaragoza,Athletic Club,1,0
4219,18/04/1992,1991-1992,31,Barcelona,Albacete,7,1
4220,19/04/1992,1991-1992,31,Athletic Club,Oviedo,0,0
4221,19/04/1992,1991-1992,31,Cádiz,Osasuna,2,2
4222,19/04/1992,1991-1992,31,Deportivo de La Coruña,Real Burgos,2,2
4223,19/04/1992,1991-1992,31,Sporting de Gijón,Real Sociedad,0,1
4224,19/04/1992,1991-1992,31,Logroñés,Mallorca,2,1
4225,19/04/1992,1991-1992,31,Real Madrid,Español,7,0
4226,19/04/1992,1991-1992,31,Sevilla,Zaragoza,3,0
4227,19/04/1992,1991-1992,31,Tenerife,Valencia,2,1
4228,19/04/1992,1991-1992,31,Valladolid,Atlético de Madrid,0,1
4229,25/04/1992,1991-1992,32,Tenerife,Barcelona,2,1
4230,25/04/1992,1991-1992,32,Valencia,Cádiz,4,0
4231,26/04/1992,1991-1992,32,Atlético de Madrid,Athletic Club,3,1
4232,26/04/1992,1991-1992,32,Español,Logroñés,3,0
4233,26/04/1992,1991-1992,32,Mallorca,Deportivo de La Coruña,4,2
4234,26/04/1992,1991-1992,32,Osasuna,Valladolid,1,1
4235,26/04/1992,1991-1992,32,Real Sociedad,Real Madrid,2,2
4236,26/04/1992,1991-1992,32,Real Burgos,Albacete,3,1
4237,26/04/1992,1991-1992,32,Oviedo,Sevilla,1,0
4238,26/04/1992,1991-1992,32,Zaragoza,Sporting de Gijón,3,1
4239,2/5/1992,1991-1992,33,Sevilla,Atlético de Madrid,0,1
4240,3/5/1992,1991-1992,33,Albacete,Mallorca,1,0
4241,3/5/1992,1991-1992,33,Athletic Club,Osasuna,2,1
4242,3/5/1992,1991-1992,33,Barcelona,Real Burgos,1,1
4243,3/5/1992,1991-1992,33,Cádiz,Tenerife,0,0
4244,3/5/1992,1991-1992,33,Deportivo de La Coruña,Español,2,2
4245,3/5/1992,1991-1992,33,Sporting de Gijón,Oviedo,1,0
4246,3/5/1992,1991-1992,33,Logroñés,Real Sociedad,1,1
4247,3/5/1992,1991-1992,33,Real Madrid,Zaragoza,2,0
4248,3/5/1992,1991-1992,33,Valladolid,Valencia,1,4
4249,9/5/1992,1991-1992,34,Oviedo,Real Madrid,1,0
4250,9/5/1992,1991-1992,34,Valencia,Athletic Club,3,1
4251,10/5/1992,1991-1992,34,Atlético de Madrid,Sporting de Gijón,2,1
4252,10/5/1992,1991-1992,34,Cádiz,Barcelona,0,2
4253,10/5/1992,1991-1992,34,Español,Albacete,2,0
4254,10/5/1992,1991-1992,34,Mallorca,Real Burgos,2,2
4255,10/5/1992,1991-1992,34,Osasuna,Sevilla,1,0
4256,10/5/1992,1991-1992,34,Real Sociedad,Deportivo de La Coruña,1,1
4257,10/5/1992,1991-1992,34,Tenerife,Valladolid,0,0
4258,10/5/1992,1991-1992,34,Zaragoza,Logroñés,3,2
4259,16/05/1992,1991-1992,35,Barcelona,Mallorca,3,0
4260,16/05/1992,1991-1992,35,Real Madrid,Atlético de Madrid,3,2
4261,17/05/1992,1991-1992,35,Albacete,Real Sociedad,0,1
4262,17/05/1992,1991-1992,35,Athletic Club,Tenerife,3,1
4263,17/05/1992,1991-1992,35,Deportivo de La Coruña,Zaragoza,3,0
4264,17/05/1992,1991-1992,35,Sporting de Gijón,Osasuna,1,0
4265,17/05/1992,1991-1992,35,Logroñés,Oviedo,2,0
4266,17/05/1992,1991-1992,35,Real Burgos,Español,2,1
4267,17/05/1992,1991-1992,35,Sevilla,Valencia,2,3
4268,17/05/1992,1991-1992,35,Valladolid,Cádiz,2,2
4269,23/05/1992,1991-1992,36,Osasuna,Real Madrid,1,1
4270,23/05/1992,1991-1992,36,Valencia,Sporting de Gijón,3,1
4271,24/05/1992,1991-1992,36,Atlético de Madrid,Logroñés,2,1
4272,24/05/1992,1991-1992,36,Cádiz,Athletic Club,1,0
4273,24/05/1992,1991-1992,36,Español,Mallorca,3,2
4274,24/05/1992,1991-1992,36,Real Sociedad,Real Burgos,4,0
4275,24/05/1992,1991-1992,36,Oviedo,Deportivo de La Coruña,2,1
4276,24/05/1992,1991-1992,36,Tenerife,Sevilla,4,1
4277,24/05/1992,1991-1992,36,Valladolid,Barcelona,0,6
4278,24/05/1992,1991-1992,36,Zaragoza,Albacete,1,0
4279,30/05/1992,1991-1992,37,Logroñés,Osasuna,0,0
4280,31/05/1992,1991-1992,37,Albacete,Oviedo,2,0
4281,31/05/1992,1991-1992,37,Athletic Club,Valladolid,2,0
4282,31/05/1992,1991-1992,37,Deportivo de La Coruña,Atlético de Madrid,1,1
4283,31/05/1992,1991-1992,37,Español,Barcelona,0,4
4284,31/05/1992,1991-1992,37,Sporting de Gijón,Tenerife,1,1
4285,31/05/1992,1991-1992,37,Mallorca,Real Sociedad,2,1
4286,31/05/1992,1991-1992,37,Real Burgos,Zaragoza,0,1
4287,31/05/1992,1991-1992,37,Real Madrid,Valencia,2,1
4288,31/05/1992,1991-1992,37,Sevilla,Cádiz,0,0
4289,5/9/1992,1992-1993,1,Barcelona,Real Madrid,2,1
4290,5/9/1992,1992-1993,1,Valencia,Rayo Vallecano,1,0
4291,6/9/1992,1992-1993,1,Albacete,Sevilla,3,4
4292,6/9/1992,1992-1993,1,Athletic Club,Cádiz,2,1
4293,6/9/1992,1992-1993,1,Atlético de Madrid,Tenerife,3,2
4294,6/9/1992,1992-1993,1,Deportivo de La Coruña,Celta de Vigo,2,0
4295,6/9/1992,1992-1993,1,Sporting de Gijón,Osasuna,0,0
4296,6/9/1992,1992-1993,1,Logroñés,Oviedo,1,0
4297,6/9/1992,1992-1993,1,Real Burgos,Real Sociedad,4,0
4298,6/9/1992,1992-1993,1,Zaragoza,Español,2,1
4299,12/9/1992,1992-1993,2,Real Sociedad,Sporting de Gijón,1,2
4300,12/9/1992,1992-1993,2,Tenerife,Barcelona,1,1
4301,13/09/1992,1992-1993,2,Cádiz,Zaragoza,1,1
4302,13/09/1992,1992-1993,2,Celta de Vigo,Valencia,0,0
4303,13/09/1992,1992-1993,2,Español,Atlético de Madrid,1,3
4304,13/09/1992,1992-1993,2,Osasuna,Albacete,3,0
4305,13/09/1992,1992-1993,2,Rayo Vallecano,Logroñés,2,1
4306,13/09/1992,1992-1993,2,Real Madrid,Real Burgos,3,0
4307,13/09/1992,1992-1993,2,Oviedo,Athletic Club,1,0
4308,13/09/1992,1992-1993,2,Sevilla,Deportivo de La Coruña,1,3
4309,19/09/1992,1992-1993,3,Atlético de Madrid,Barcelona,1,4
4310,19/09/1992,1992-1993,3,Logroñés,Celta de Vigo,0,1
4311,19/09/1992,1992-1993,3,Valencia,Sevilla,1,1
4312,20/09/1992,1992-1993,3,Albacete,Real Sociedad,1,2
4313,20/09/1992,1992-1993,3,Athletic Club,Rayo Vallecano,4,2
4314,20/09/1992,1992-1993,3,Deportivo de La Coruña,Osasuna,2,1
4315,20/09/1992,1992-1993,3,Español,Cádiz,1,2
4316,20/09/1992,1992-1993,3,Sporting de Gijón,Real Madrid,0,0
4317,20/09/1992,1992-1993,3,Real Burgos,Tenerife,0,3
4318,20/09/1992,1992-1993,3,Zaragoza,Oviedo,1,0
4319,26/09/1992,1992-1993,4,Osasuna,Valencia,2,2
4320,26/09/1992,1992-1993,4,Real Sociedad,Deportivo de La Coruña,0,2
4321,26/09/1992,1992-1993,4,Real Madrid,Albacete,3,0
4322,26/09/1992,1992-1993,4,Sevilla,Logroñés,3,0
4323,27/09/1992,1992-1993,4,Barcelona,Real Burgos,4,1
4324,27/09/1992,1992-1993,4,Cádiz,Atlético de Madrid,1,1
4325,27/09/1992,1992-1993,4,Celta de Vigo,Athletic Club,1,0
4326,27/09/1992,1992-1993,4,Rayo Vallecano,Zaragoza,0,0
4327,27/09/1992,1992-1993,4,Oviedo,Español,2,2
4328,27/09/1992,1992-1993,4,Tenerife,Sporting de Gijón,0,2
4329,3/10/1992,1992-1993,5,Deportivo de La Coruña,Real Madrid,3,2
4330,4/10/1992,1992-1993,5,Albacete,Tenerife,1,0
4331,4/10/1992,1992-1993,5,Athletic Club,Sevilla,2,1
4332,4/10/1992,1992-1993,5,Atlético de Madrid,Real Burgos,2,0
4333,4/10/1992,1992-1993,5,Cádiz,Oviedo,0,2
4334,4/10/1992,1992-1993,5,Español,Rayo Vallecano,2,2
4335,4/10/1992,1992-1993,5,Sporting de Gijón,Barcelona,1,1
4336,4/10/1992,1992-1993,5,Logroñés,Osasuna,1,1
4337,4/10/1992,1992-1993,5,Valencia,Real Sociedad,1,0
4338,4/10/1992,1992-1993,5,Zaragoza,Celta de Vigo,0,0
4339,7/10/1992,1992-1993,6,Barcelona,Albacete,3,3
4340,7/10/1992,1992-1993,6,Celta de Vigo,Español,0,1
4341,7/10/1992,1992-1993,6,Osasuna,Athletic Club,1,2
4342,7/10/1992,1992-1993,6,Real Sociedad,Logroñés,3,0
4343,7/10/1992,1992-1993,6,Rayo Vallecano,Cádiz,1,1
4344,7/10/1992,1992-1993,6,Real Burgos,Sporting de Gijón,2,1
4345,7/10/1992,1992-1993,6,Oviedo,Atlético de Madrid,1,4
4346,7/10/1992,1992-1993,6,Sevilla,Zaragoza,1,0
4347,7/10/1992,1992-1993,6,Tenerife,Deportivo de La Coruña,3,1
4348,8/10/1992,1992-1993,6,Real Madrid,Valencia,2,0
4349,17/10/1992,1992-1993,7,Deportivo de La Coruña,Barcelona,1,0
4350,18/10/1992,1992-1993,7,Albacete,Real Burgos,4,0
4351,18/10/1992,1992-1993,7,Athletic Club,Real Sociedad,2,0
4352,18/10/1992,1992-1993,7,Atlético de Madrid,Sporting de Gijón,1,1
4353,18/10/1992,1992-1993,7,Cádiz,Celta de Vigo,1,1
4354,18/10/1992,1992-1993,7,Español,Sevilla,1,1
4355,18/10/1992,1992-1993,7,Logroñés,Real Madrid,0,3
4356,18/10/1992,1992-1993,7,Oviedo,Rayo Vallecano,1,1
4357,18/10/1992,1992-1993,7,Valencia,Tenerife,2,1
4358,18/10/1992,1992-1993,7,Zaragoza,Osasuna,3,2
4359,24/10/1992,1992-1993,8,Real Madrid,Athletic Club,2,0
4360,25/10/1992,1992-1993,8,Barcelona,Valencia,3,0
4361,25/10/1992,1992-1993,8,Celta de Vigo,Oviedo,0,0
4362,25/10/1992,1992-1993,8,Sporting de Gijón,Albacete,1,0
4363,25/10/1992,1992-1993,8,Osasuna,Español,1,3
4364,25/10/1992,1992-1993,8,Real Sociedad,Zaragoza,1,1
4365,25/10/1992,1992-1993,8,Rayo Vallecano,Atlético de Madrid,2,0
4366,25/10/1992,1992-1993,8,Real Burgos,Deportivo de La Coruña,0,0
4367,25/10/1992,1992-1993,8,Sevilla,Cádiz,1,0
4368,25/10/1992,1992-1993,8,Tenerife,Logroñés,1,1
4369,31/10/1992,1992-1993,9,Logroñés,Barcelona,1,2
4370,31/10/1992,1992-1993,9,Zaragoza,Real Madrid,0,1
4371,1/11/1992,1992-1993,9,Athletic Club,Tenerife,2,2
4372,1/11/1992,1992-1993,9,Atlético de Madrid,Albacete,3,2
4373,1/11/1992,1992-1993,9,Cádiz,Osasuna,0,2
4374,1/11/1992,1992-1993,9,Deportivo de La Coruña,Sporting de Gijón,2,1
4375,1/11/1992,1992-1993,9,Español,Real Sociedad,4,1
4376,1/11/1992,1992-1993,9,Rayo Vallecano,Celta de Vigo,0,1
4377,1/11/1992,1992-1993,9,Oviedo,Sevilla,1,1
4378,1/11/1992,1992-1993,9,Valencia,Real Burgos,5,0
4379,7/11/1992,1992-1993,10,Barcelona,Athletic Club,2,1
4380,8/11/1992,1992-1993,10,Albacete,Deportivo de La Coruña,1,1
4381,8/11/1992,1992-1993,10,Celta de Vigo,Atlético de Madrid,0,2
4382,8/11/1992,1992-1993,10,Sporting de Gijón,Valencia,1,0
4383,8/11/1992,1992-1993,10,Osasuna,Oviedo,2,1
4384,8/11/1992,1992-1993,10,Real Sociedad,Cádiz,3,0
4385,8/11/1992,1992-1993,10,Real Burgos,Logroñés,2,2
4386,8/11/1992,1992-1993,10,Real Madrid,Español,3,1
4387,8/11/1992,1992-1993,10,Sevilla,Rayo Vallecano,3,2
4388,8/11/1992,1992-1993,10,Tenerife,Zaragoza,2,2
4389,21/11/1992,1992-1993,11,Cádiz,Real Madrid,1,1
4390,21/11/1992,1992-1993,11,Zaragoza,Barcelona,1,6
4391,22/11/1992,1992-1993,11,Athletic Club,Real Burgos,1,1
4392,22/11/1992,1992-1993,11,Atlético de Madrid,Deportivo de La Coruña,2,1
4393,22/11/1992,1992-1993,11,Celta de Vigo,Sevilla,1,2
4394,22/11/1992,1992-1993,11,Español,Tenerife,0,0
4395,22/11/1992,1992-1993,11,Logroñés,Sporting de Gijón,1,2
4396,22/11/1992,1992-1993,11,Rayo Vallecano,Osasuna,1,0
4397,22/11/1992,1992-1993,11,Oviedo,Real Sociedad,2,2
4398,22/11/1992,1992-1993,11,Valencia,Albacete,2,0
4399,28/11/1992,1992-1993,12,Sevilla,Atlético de Madrid,1,3
4400,29/11/1992,1992-1993,12,Albacete,Logroñés,3,1
4401,29/11/1992,1992-1993,12,Barcelona,Español,5,0
4402,29/11/1992,1992-1993,12,Deportivo de La Coruña,Valencia,0,0
4403,29/11/1992,1992-1993,12,Sporting de Gijón,Athletic Club,0,4
4404,29/11/1992,1992-1993,12,Osasuna,Celta de Vigo,3,0
4405,29/11/1992,1992-1993,12,Real Sociedad,Rayo Vallecano,1,2
4406,29/11/1992,1992-1993,12,Real Burgos,Zaragoza,1,1
4407,29/11/1992,1992-1993,12,Real Madrid,Oviedo,3,2
4408,29/11/1992,1992-1993,12,Tenerife,Cádiz,1,1
4409,5/12/1992,1992-1993,13,Atlético de Madrid,Valencia,1,1
4410,5/12/1992,1992-1993,13,Zaragoza,Sporting de Gijón,1,1
4411,6/12/1992,1992-1993,13,Athletic Club,Albacete,3,1
4412,6/12/1992,1992-1993,13,Cádiz,Barcelona,0,4
4413,6/12/1992,1992-1993,13,Celta de Vigo,Real Sociedad,2,1
4414,6/12/1992,1992-1993,13,Español,Real Burgos,3,1
4415,6/12/1992,1992-1993,13,Logroñés,Deportivo de La Coruña,0,3
4416,6/12/1992,1992-1993,13,Rayo Vallecano,Real Madrid,2,0
4417,6/12/1992,1992-1993,13,Oviedo,Tenerife,1,2
4418,6/12/1992,1992-1993,13,Sevilla,Osasuna,0,0
4419,12/12/1992,1992-1993,14,Real Sociedad,Sevilla,1,0
4420,13/12/1992,1992-1993,14,Albacete,Zaragoza,1,3
4421,13/12/1992,1992-1993,14,Deportivo de La Coruña,Athletic Club,3,0
4422,13/12/1992,1992-1993,14,Sporting de Gijón,Español,1,1
4423,13/12/1992,1992-1993,14,Osasuna,Atlético de Madrid,1,0
4424,13/12/1992,1992-1993,14,Real Burgos,Cádiz,0,2
4425,13/12/1992,1992-1993,14,Real Madrid,Celta de Vigo,1,0
4426,13/12/1992,1992-1993,14,Tenerife,Rayo Vallecano,4,0
4427,13/12/1992,1992-1993,14,Valencia,Logroñés,2,1
4428,3/3/1993,1992-1993,14,Barcelona,Oviedo,2,0
4429,19/12/1992,1992-1993,15,Sevilla,Real Madrid,2,0
4430,20/12/1992,1992-1993,15,Athletic Club,Valencia,1,4
4431,20/12/1992,1992-1993,15,Atlético de Madrid,Logroñés,0,1
4432,20/12/1992,1992-1993,15,Cádiz,Sporting de Gijón,2,3
4433,20/12/1992,1992-1993,15,Celta de Vigo,Tenerife,0,1
4434,20/12/1992,1992-1993,15,Español,Albacete,2,0
4435,20/12/1992,1992-1993,15,Osasuna,Real Sociedad,2,0
4436,20/12/1992,1992-1993,15,Rayo Vallecano,Barcelona,3,3
4437,20/12/1992,1992-1993,15,Oviedo,Real Burgos,3,0
4438,20/12/1992,1992-1993,15,Zaragoza,Deportivo de La Coruña,0,2
4439,2/1/1993,1992-1993,16,Real Sociedad,Atlético de Madrid,1,0
4440,3/1/1993,1992-1993,16,Albacete,Cádiz,5,0
4441,3/1/1993,1992-1993,16,Barcelona,Celta de Vigo,2,0
4442,3/1/1993,1992-1993,16,Deportivo de La Coruña,Español,3,0
4443,3/1/1993,1992-1993,16,Sporting de Gijón,Oviedo,0,1
4444,3/1/1993,1992-1993,16,Logroñés,Athletic Club,0,1
4445,3/1/1993,1992-1993,16,Real Burgos,Rayo Vallecano,0,3
4446,3/1/1993,1992-1993,16,Real Madrid,Osasuna,3,0
4447,3/1/1993,1992-1993,16,Tenerife,Sevilla,3,0
4448,3/1/1993,1992-1993,16,Valencia,Zaragoza,0,1
4449,9/1/1993,1992-1993,17,Español,Valencia,1,1
4450,10/1/1993,1992-1993,17,Atlético de Madrid,Athletic Club,1,1
4451,10/1/1993,1992-1993,17,Cádiz,Deportivo de La Coruña,0,3
4452,10/1/1993,1992-1993,17,Celta de Vigo,Real Burgos,1,1
4453,10/1/1993,1992-1993,17,Osasuna,Tenerife,1,2
4454,10/1/1993,1992-1993,17,Real Sociedad,Real Madrid,1,5
4455,10/1/1993,1992-1993,17,Rayo Vallecano,Sporting de Gijón,2,2
4456,10/1/1993,1992-1993,17,Oviedo,Albacete,0,0
4457,10/1/1993,1992-1993,17,Sevilla,Barcelona,0,0
4458,10/1/1993,1992-1993,17,Zaragoza,Logroñés,1,1
4459,16/01/1993,1992-1993,18,Atlético de Madrid,Real Madrid,1,1
4460,17/01/1993,1992-1993,18,Albacete,Rayo Vallecano,1,0
4461,17/01/1993,1992-1993,18,Athletic Club,Zaragoza,3,2
4462,17/01/1993,1992-1993,18,Barcelona,Osasuna,2,1
4463,17/01/1993,1992-1993,18,Deportivo de La Coruña,Oviedo,2,1
4464,17/01/1993,1992-1993,18,Sporting de Gijón,Celta de Vigo,0,3
4465,17/01/1993,1992-1993,18,Logroñés,Español,0,0
4466,17/01/1993,1992-1993,18,Real Burgos,Sevilla,0,2
4467,17/01/1993,1992-1993,18,Tenerife,Real Sociedad,1,0
4468,17/01/1993,1992-1993,18,Valencia,Cádiz,5,0
4469,23/01/1993,1992-1993,19,Rayo Vallecano,Deportivo de La Coruña,1,1
4470,24/01/1993,1992-1993,19,Cádiz,Logroñés,2,2
4471,24/01/1993,1992-1993,19,Celta de Vigo,Albacete,1,1
4472,24/01/1993,1992-1993,19,Español,Athletic Club,2,0
4473,24/01/1993,1992-1993,19,Osasuna,Real Burgos,1,0
4474,24/01/1993,1992-1993,19,Real Sociedad,Barcelona,2,2
4475,24/01/1993,1992-1993,19,Real Madrid,Tenerife,3,0
4476,24/01/1993,1992-1993,19,Oviedo,Valencia,0,1
4477,24/01/1993,1992-1993,19,Sevilla,Sporting de Gijón,1,0
4478,24/01/1993,1992-1993,19,Zaragoza,Atlético de Madrid,1,0
4479,30/01/1993,1992-1993,20,Real Madrid,Barcelona,2,1
4480,31/01/1993,1992-1993,20,Cádiz,Athletic Club,2,3
4481,31/01/1993,1992-1993,20,Celta de Vigo,Deportivo de La Coruña,0,0
4482,31/01/1993,1992-1993,20,Español,Zaragoza,2,0
4483,31/01/1993,1992-1993,20,Osasuna,Sporting de Gijón,3,0
4484,31/01/1993,1992-1993,20,Real Sociedad,Real Burgos,2,2
4485,31/01/1993,1992-1993,20,Rayo Vallecano,Valencia,0,1
4486,31/01/1993,1992-1993,20,Oviedo,Logroñés,0,0
4487,31/01/1993,1992-1993,20,Sevilla,Albacete,2,1
4488,31/01/1993,1992-1993,20,Tenerife,Atlético de Madrid,2,2
4489,6/2/1993,1992-1993,21,Deportivo de La Coruña,Sevilla,2,0
4490,7/2/1993,1992-1993,21,Albacete,Osasuna,0,0
4491,7/2/1993,1992-1993,21,Athletic Club,Oviedo,1,0
4492,7/2/1993,1992-1993,21,Atlético de Madrid,Español,2,1
4493,7/2/1993,1992-1993,21,Barcelona,Tenerife,1,1
4494,7/2/1993,1992-1993,21,Sporting de Gijón,Real Sociedad,2,4
4495,7/2/1993,1992-1993,21,Logroñés,Rayo Vallecano,0,0
4496,7/2/1993,1992-1993,21,Real Burgos,Real Madrid,1,2
4497,7/2/1993,1992-1993,21,Valencia,Celta de Vigo,1,1
4498,7/2/1993,1992-1993,21,Zaragoza,Cádiz,0,0
4499,13/02/1993,1992-1993,22,Barcelona,Atlético de Madrid,1,1
4500,13/02/1993,1992-1993,22,Rayo Vallecano,Athletic Club,1,0
4501,14/02/1993,1992-1993,22,Cádiz,Español,1,0
4502,14/02/1993,1992-1993,22,Celta de Vigo,Logroñés,2,0
4503,14/02/1993,1992-1993,22,Osasuna,Deportivo de La Coruña,1,1
4504,14/02/1993,1992-1993,22,Real Sociedad,Albacete,2,1
4505,14/02/1993,1992-1993,22,Real Madrid,Sporting de Gijón,0,0
4506,14/02/1993,1992-1993,22,Oviedo,Zaragoza,4,1
4507,14/02/1993,1992-1993,22,Sevilla,Valencia,2,2
4508,14/02/1993,1992-1993,22,Tenerife,Real Burgos,3,1
4509,20/02/1993,1992-1993,23,Sporting de Gijón,Tenerife,1,2
4510,21/02/1993,1992-1993,23,Albacete,Real Madrid,0,3
4511,21/02/1993,1992-1993,23,Athletic Club,Celta de Vigo,0,1
4512,21/02/1993,1992-1993,23,Atlético de Madrid,Cádiz,2,0
4513,21/02/1993,1992-1993,23,Deportivo de La Coruña,Real Sociedad,5,1
4514,21/02/1993,1992-1993,23,Español,Oviedo,2,0
4515,21/02/1993,1992-1993,23,Logroñés,Sevilla,2,0
4516,21/02/1993,1992-1993,23,Real Burgos,Barcelona,0,1
4517,21/02/1993,1992-1993,23,Valencia,Osasuna,3,1
4518,21/02/1993,1992-1993,23,Zaragoza,Rayo Vallecano,2,0
4519,27/02/1993,1992-1993,24,Real Madrid,Deportivo de La Coruña,2,1
4520,28/02/1993,1992-1993,24,Barcelona,Sporting de Gijón,7,2
4521,28/02/1993,1992-1993,24,Celta de Vigo,Zaragoza,0,1
4522,28/02/1993,1992-1993,24,Osasuna,Logroñés,1,2
4523,28/02/1993,1992-1993,24,Real Sociedad,Valencia,1,0
4524,28/02/1993,1992-1993,24,Rayo Vallecano,Español,1,1
4525,28/02/1993,1992-1993,24,Sevilla,Athletic Club,3,1
4526,28/02/1993,1992-1993,24,Tenerife,Albacete,2,2
4527,11/3/1993,1992-1993,24,Oviedo,Cádiz,2,1
4528,25/03/1993,1992-1993,24,Real Burgos,Atlético de Madrid,0,2
4529,6/3/1993,1992-1993,25,Athletic Club,Osasuna,1,0
4530,7/3/1993,1992-1993,25,Albacete,Barcelona,0,2
4531,7/3/1993,1992-1993,25,Atlético de Madrid,Oviedo,2,1
4532,7/3/1993,1992-1993,25,Cádiz,Rayo Vallecano,1,1
4533,7/3/1993,1992-1993,25,Deportivo de La Coruña,Tenerife,2,2
4534,7/3/1993,1992-1993,25,Español,Celta de Vigo,0,0
4535,7/3/1993,1992-1993,25,Sporting de Gijón,Real Burgos,0,0
4536,7/3/1993,1992-1993,25,Logroñés,Real Sociedad,0,1
4537,7/3/1993,1992-1993,25,Valencia,Real Madrid,1,2
4538,7/3/1993,1992-1993,25,Zaragoza,Sevilla,2,1
4539,13/03/1993,1992-1993,26,Barcelona,Deportivo de La Coruña,3,0
4540,14/03/1993,1992-1993,26,Celta de Vigo,Cádiz,1,0
4541,14/03/1993,1992-1993,26,Sporting de Gijón,Atlético de Madrid,2,1
4542,14/03/1993,1992-1993,26,Osasuna,Zaragoza,1,0
4543,14/03/1993,1992-1993,26,Real Sociedad,Athletic Club,1,0
4544,14/03/1993,1992-1993,26,Rayo Vallecano,Oviedo,2,2
4545,14/03/1993,1992-1993,26,Real Burgos,Albacete,0,0
4546,14/03/1993,1992-1993,26,Real Madrid,Logroñés,2,2
4547,14/03/1993,1992-1993,26,Sevilla,Español,1,1
4548,14/03/1993,1992-1993,26,Tenerife,Valencia,0,0
4549,20/03/1993,1992-1993,27,Valencia,Barcelona,3,4
4550,21/03/1993,1992-1993,27,Albacete,Sporting de Gijón,6,2
4551,21/03/1993,1992-1993,27,Athletic Club,Real Madrid,1,1
4552,21/03/1993,1992-1993,27,Atlético de Madrid,Rayo Vallecano,1,0
4553,21/03/1993,1992-1993,27,Cádiz,Sevilla,0,0
4554,21/03/1993,1992-1993,27,Deportivo de La Coruña,Real Burgos,5,0
4555,21/03/1993,1992-1993,27,Español,Osasuna,2,1
4556,21/03/1993,1992-1993,27,Logroñés,Tenerife,2,0
4557,21/03/1993,1992-1993,27,Oviedo,Celta de Vigo,3,1
4558,21/03/1993,1992-1993,27,Zaragoza,Real Sociedad,1,1
4559,3/4/1993,1992-1993,28,Albacete,Atlético de Madrid,2,1
4560,4/4/1993,1992-1993,28,Barcelona,Logroñés,3,0
4561,4/4/1993,1992-1993,28,Celta de Vigo,Rayo Vallecano,0,0
4562,4/4/1993,1992-1993,28,Sporting de Gijón,Deportivo de La Coruña,0,1
4563,4/4/1993,1992-1993,28,Osasuna,Cádiz,1,1
4564,4/4/1993,1992-1993,28,Real Sociedad,Español,4,1
4565,4/4/1993,1992-1993,28,Real Burgos,Valencia,1,1
4566,4/4/1993,1992-1993,28,Real Madrid,Zaragoza,4,0
4567,4/4/1993,1992-1993,28,Sevilla,Oviedo,0,1
4568,4/4/1993,1992-1993,28,Tenerife,Athletic Club,2,1
4569,10/4/1993,1992-1993,29,Athletic Club,Barcelona,1,0
4570,11/4/1993,1992-1993,29,Atlético de Madrid,Celta de Vigo,1,1
4571,11/4/1993,1992-1993,29,Cádiz,Real Sociedad,2,1
4572,11/4/1993,1992-1993,29,Deportivo de La Coruña,Albacete,3,2
4573,11/4/1993,1992-1993,29,Español,Real Madrid,1,3
4574,11/4/1993,1992-1993,29,Logroñés,Real Burgos,0,1
4575,11/4/1993,1992-1993,29,Rayo Vallecano,Sevilla,0,1
4576,11/4/1993,1992-1993,29,Oviedo,Osasuna,1,2
4577,11/4/1993,1992-1993,29,Valencia,Sporting de Gijón,2,0
4578,11/4/1993,1992-1993,29,Zaragoza,Tenerife,2,2
4579,17/04/1993,1992-1993,30,Deportivo de La Coruña,Atlético de Madrid,1,1
4580,17/04/1993,1992-1993,30,Real Burgos,Athletic Club,1,1
4581,18/04/1993,1992-1993,30,Albacete,Valencia,0,1
4582,18/04/1993,1992-1993,30,Barcelona,Zaragoza,1,0
4583,18/04/1993,1992-1993,30,Sporting de Gijón,Logroñés,1,1
4584,18/04/1993,1992-1993,30,Osasuna,Rayo Vallecano,1,0
4585,18/04/1993,1992-1993,30,Real Sociedad,Oviedo,1,0
4586,18/04/1993,1992-1993,30,Real Madrid,Cádiz,3,1
4587,18/04/1993,1992-1993,30,Sevilla,Celta de Vigo,1,0
4588,18/04/1993,1992-1993,30,Tenerife,Español,2,1
